0.0182675,0.0169815,0.0164004,0
0.0167267,0.01563,0.0149976,0
0.0090938,0.0079549,0.0073876,0
2.0375826,2.0352597,0.0319979,1
0.048836,0.0424166,0.0413077,0
0.0479646,0.0407259,0.0366439,0
4.0557273,4.0535403,0.0346872,2
0.0420354,0.035747,0.0344557,0
0.042461,0.0401546,0.0378955,0
0.0401022,0.0377483,0.0360046,0
0.1044785,0.1029046,0.1018793,0
0.0150498,0.0138113,0.0131149,0
0.0218955,0.0207918,0.0201946,0
0.0202522,0.0191617,0.0185088,0
0.0106097,0.009689,0.0091315,0
0.024108,0.0196191,0.0171552,0
0.0141699,0.0131017,0.012114,0
0.0138297,0.0130742,0.0123328,0
0.0164106,0.0153557,0.014543,0
0.0074975,0.0059902,0.0054292,0
0.0135992,0.0124109,0.0117885,0
0.0268972,0.0257041,0.0247669,0
2.0516805,2.0494124,0.0348272,1
0.0367481,0.0334901,0.0316426,0
0.0307428,0.0286327,0.0273926,0
2.0839172,2.0817425,0.0786824,1
0.033023,0.0312098,0.0297714,0
0.0180303,0.0159471,0.0140111,0
0.0524696,0.0501855,0.0484045,0
0.058113,0.0540035,0.0504191,0
0.0372879,0.0345717,0.0308185,0
0.0495472,0.0435303,0.0351366,0
2.0140074,2.0125613,0.0107443,1
0.0175544,0.0164473,0.0158169,0
0.0190286,0.0179504,0.0173016,0
0.0088176,0.0077318,0.0071952,0
0.0108818,0.0098661,0.0092899,0
0.0185949,0.0131692,0.0097717,0
0.0128956,0.0118424,0.0112984,0
0.0190449,0.0179365,0.0170157,0
0.0294701,0.0280944,0.0270381,0
0.0108978,0.0097859,0.0091975,0
0.0176423,0.0166196,0.0157172,0
0.0084191,0.0073126,0.0067488,0
0.0097119,0.0084233,0.0077918,0
0.010449,0.0092799,0.0086981,0
0.0123341,0.0101133,0.0093058,0
0.017439,0.0162491,0.0154457,0
0.0191122,0.0180056,0.0170442,0
2.041428,2.0326899,0.0189519,1
2.0515767,2.0493048,0.0357057,1
0.017659,0.0165965,0.0157708,0
0.0084464,0.0074199,0.0068574,0
0.0121768,0.0089242,0.0083512,0
0.0129045,0.0117228,0.0111272,0
0.0168429,0.0113808,0.0107543,0
0.0289068,0.0270683,0.0259448,0
0.0197376,0.0176081,0.0157562,0
0.0278462,0.0257425,0.023844,0
0.0321218,0.0306061,0.0297544,0
0.0111938,0.0091503,0.0085616,0
0.0237579,0.0196896,0.0178333,0
0.0195406,0.0181814,0.0170411,0
0.0157007,0.0129868,0.0123611,0
0.0091864,0.0080615,0.0073035,0
0.010841,0.0097972,0.0091747,0
0.0089218,0.0079534,0.0073579,0
0.0145601,0.0134333,0.0128406,0
2.0501821,2.03599,0.030056,1
0.0313728,0.0291476,0.0280016,0
0.037117,0.0353977,0.0340385,0
0.0315427,0.0297066,0.02818,0
0.0144704,0.0122206,0.0113277,0
0.0187305,0.0169478,0.0152969,0
0.0418325,0.0402175,0.0393257,0
0.0208015,0.0184342,0.0174734,0
0.0182719,0.0120813,0.0075913,0
0.0165113,0.0137246,0.0096852,0
0.0180794,0.0169723,0.0163923,0
0.0193115,0.0155248,0.0136331,0
0.0194721,0.0185279,0.0164354,0
0.0155571,0.0142082,0.0135429,0
0.0291752,0.0280425,0.0272093,0
0.0137406,0.0124964,0.0118674,0
0.0092224,0.0078886,0.0073491,0
0.0210561,0.0198293,0.0191953,0
4.1038885,4.1015952,0.094123,2
0.03955,0.0346068,0.0336185,0
0.0187851,0.0177232,0.0169041,0
0.0108549,0.0100547,0.0095011,0
0.0091917,0.0081643,0.0075805,0
0.0303077,0.0292034,0.0283679,0
0.0119817,0.0092985,0.0086439,0
0.0110196,0.0097928,0.0091043,0
0.0158207,0.014795,0.0142377,0
0.0303465,0.0280652,0.0271391,0
0.0096388,0.0085253,0.0079609,0
0.010314,0.0091565,0.0084638,0
0.0108799,0.0091699,0.0083472,0
2.0372074,2.0348017,0.0303584,1
0.0395917,0.0374316,0.0355876,0
0.0196538,0.0175847,0.0157358,0
0.0335762,0.0313079,0.0294996,0
0.0447264,0.0382325,0.0364789,0
0.0371283,0.0350891,0.0340538,0
0.0468338,0.0386474,0.0375401,0
0.0587223,0.0565028,0.0548855,0
0.1374129,0.1356639,0.1344744,0
2.0429284,2.0411895,0.0293062,1
0.0090185,0.0082721,0.0077374,0
0.0288818,0.0277918,0.0272112,0
0.0133617,0.0122242,0.0116455,0
0.0119982,0.0108641,0.0102424,0
0.0207039,0.0170014,0.0163971,0
0.0147767,0.0131219,0.0123967,0
0.0317439,0.01951,0.0185055,0
0.0464268,0.0385055,0.0352002,0
0.0385929,0.03503,0.0330969,0
0.0091962,0.0085454,0.0079698,0
0.0123508,0.0109953,0.0100549,0
0.0214426,0.020492,0.0199016,0
2.0388784,2.036484,0.0333972,1
0.0463251,0.0439816,0.0428205,0
0.0179731,0.0157422,0.0145543,0
0.0204709,0.0183637,0.0168115,0
0.0169472,0.0147204,0.0133689,0
0.0396768,0.0374342,0.0362176,0
0.0391898,0.0344598,0.0336273,0
0.0149424,0.0138833,0.0126963,0
2.0613055,2.0589387,0.0517172,1
0.0438971,0.0415626,0.0392963,0
2.0848534,2.0808551,0.0756854,1
0.0390138,0.0366621,0.0355123,0
0.0245661,0.0221703,0.0209374,0
0.0370273,0.0344234,0.033067,0
2.0414788,2.0393443,0.0358508,1
0.0232935,0.0206132,0.019466,0
0.0359846,0.0337452,0.031986,0
0.0379435,0.0342494,0.0317725,0
0.0520482,0.0501831,0.0491612,0
0.0326794,0.0289825,0.028126,0
0.0347486,0.0316419,0.0308714,0
0.0207037,0.0180053,0.0138501,0
0.0108411,0.0098203,0.0090547,0
0.0083445,0.0074652,0.0068948,0
0.0156328,0.0145036,0.0138811,0
0.0177357,0.0165071,0.0158808,0
0.0171759,0.0161354,0.0155506,0
0.0080454,0.0068945,0.0063141,0
0.0146861,0.0135446,0.0128573,0
0.0164535,0.015523,0.0149031,0
2.0344148,2.0321686,0.0293236,1
0.0535033,0.0511871,0.0500112,0
0.0226263,0.0166874,0.0153946,0
0.0320769,0.029295,0.0279281,0
0.0372567,0.0351881,0.0340312,0
0.0355324,0.0334801,0.0285123,0
2.0281151,2.0265548,0.0188044,1
0.0328546,0.0314052,0.0306951,0
0.0175785,0.0166144,0.0112796,0
0.0177478,0.016588,0.0159527,0
0.0175838,0.0164207,0.0159622,0
2.0207545,2.0185067,0.0157283,1
0.0347017,0.0324423,0.030381,0
2.0316552,2.0293802,0.017209,1
0.0331475,0.0308163,0.0284307,0
0.0422372,0.0366775,0.0342436,0
0.037402,0.0351928,0.0331027,0
0.0253645,0.0231589,0.0214765,0
0.0389524,0.0367349,0.0348708,0
0.0509949,0.0399698,0.0381795,0
0.0214053,0.0189333,0.0156016,0
0.01204,0.0099499,0.0091096,0
0.0361455,0.0328968,0.032248,0
0.0185205,0.0175314,0.0170835,0
0.0150551,0.0140567,0.0125572,0
0.0169257,0.015751,0.0151481,0
0.0144658,0.0132838,0.0126863,0
0.013814,0.0127439,0.0121604,0
0.0132747,0.0121246,0.011533,0
0.0239705,0.0226815,0.0218725,0
0.0159809,0.0146969,0.0140012,0
0.0169901,0.0136985,0.0130075,0
0.0215824,0.0200887,0.0177297,0
0.0128515,0.0121043,0.0115299,0
0.020644,0.011539,0.0096421,0
